name,team_name,game_date,season,espn_player_id,team_id,espn_game_id,period,minutes_remaining,seconds_remaining,shot_made_flag,action_type,shot_type,shot_distance,opponent,x,y,dribbles,touch_time,defender_name,defender_distance,shot_clock
"Dirk Nowitzki","Dallas Mavericks",2018-01-05,2017,609,1610612742,400975318,3,11,01,1,"Jump Shot","3PT Field Goal",26,"Chicago Bulls",62,262,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-03-20,2017,609,1610612742,400975807,3,8,43,1,"Jump Shot","2PT Field Goal",22,"New Orleans Pelicans",19,226,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2017-11-04,2017,609,1610612742,400974885,1,11,26,0,"Jump Shot","2PT Field Goal",16,"Minnesota Timberwolves",155,54,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2017-11-04,2017,609,1610612742,400974885,3,9,11,1,"Jump Shot","2PT Field Goal",21,"Minnesota Timberwolves",58,203,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2017-11-04,2017,609,1610612742,400974885,3,2,41,0,"Jump Shot","2PT Field Goal",20,"Minnesota Timberwolves",-131,161,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2017-11-04,2017,609,1610612742,400974885,3,4,07,1,"Jump Shot","3PT Field Goal",25,"Minnesota Timberwolves",-20,251,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2017-11-04,2017,609,1610612742,400974885,2,11,02,0,"Jump Shot","3PT Field Goal",25,"Minnesota Timberwolves",80,239,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2017-11-04,2017,609,1610612742,400974885,1,2,02,0,"Jump Shot","2PT Field Goal",15,"Minnesota Timberwolves",150,42,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2017-10-28,2017,609,1610612742,400974832,4,10,28,0,"Jump Shot","3PT Field Goal",25,"Philadelphia 76ers",65,245,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2017-11-27,2017,609,1610612742,400975046,3,2,42,1,"Jump Shot","3PT Field Goal",24,"San Antonio Spurs",5,249,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2017-12-22,2017,609,1610612742,400975225,4,7,50,0,"Jump Shot","3PT Field Goal",22,"Miami Heat",-226,36,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2017-12-22,2017,609,1610612742,400975225,3,0,30,0,"Jump Shot","3PT Field Goal",27,"Miami Heat",16,274,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2017-10-28,2017,609,1610612742,400974832,3,11,22,1,"Jump Shot","3PT Field Goal",24,"Philadelphia 76ers",94,231,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2017-10-28,2017,609,1610612742,400974832,2,9,48,1,"Jump Shot","2PT Field Goal",17,"Philadelphia 76ers",111,134,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2017-10-28,2017,609,1610612742,400974832,3,10,29,1,"Jump Shot","3PT Field Goal",24,"Philadelphia 76ers",-125,211,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2017-10-28,2017,609,1610612742,400974832,3,10,00,0,"Jump Shot","3PT Field Goal",24,"Philadelphia 76ers",-10,242,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2017-10-28,2017,609,1610612742,400974832,2,11,20,0,"Jump Shot","2PT Field Goal",19,"Philadelphia 76ers",-84,174,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2017-12-22,2017,609,1610612742,400975225,3,2,00,1,"Jump Shot","3PT Field Goal",24,"Miami Heat",6,248,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2017-12-12,2017,609,1610612742,400975153,3,2,22,0,"Jump Shot","2PT Field Goal",17,"San Antonio Spurs",-1,179,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2017-12-12,2017,609,1610612742,400975153,2,10,53,1,"Jump Shot","2PT Field Goal",16,"San Antonio Spurs",-117,115,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2017-12-12,2017,609,1610612742,400975153,2,0,48,0,"Jump Shot","2PT Field Goal",21,"San Antonio Spurs",-86,195,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2017-12-12,2017,609,1610612742,400975153,2,8,50,0,"Jump Shot","3PT Field Goal",25,"San Antonio Spurs",123,218,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2017-12-12,2017,609,1610612742,400975153,1,1,06,0,"Jump Shot","2PT Field Goal",20,"San Antonio Spurs",-93,178,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-01-13,2017,609,1610612742,400975373,3,10,16,0,"Jump Shot","3PT Field Goal",25,"Los Angeles Lakers",27,255,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-01-13,2017,609,1610612742,400975373,3,0,00,0,"Jump Shot","3PT Field Goal",24,"Los Angeles Lakers",-80,234,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-01-13,2017,609,1610612742,400975373,1,0,03,0,"Jump Shot","3PT Field Goal",25,"Los Angeles Lakers",-106,228,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-03-02,2017,609,1610612742,400975676,1,2,36,0,"Jump Shot","3PT Field Goal",25,"Chicago Bulls",81,239,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-03-20,2017,609,1610612742,400975807,4,5,37,1,"Jump Shot","3PT Field Goal",26,"New Orleans Pelicans",-46,264,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-03-20,2017,609,1610612742,400975807,2,10,51,1,"Jump Shot","2PT Field Goal",15,"New Orleans Pelicans",152,-5,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-03-20,2017,609,1610612742,400975807,4,9,10,1,"Jump Shot","3PT Field Goal",27,"New Orleans Pelicans",-34,277,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-03-20,2017,609,1610612742,400975807,2,6,00,0,"Jump Shot","3PT Field Goal",25,"New Orleans Pelicans",143,213,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-03-20,2017,609,1610612742,400975807,3,10,23,0,"Jump Shot","3PT Field Goal",27,"New Orleans Pelicans",-71,265,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-03-20,2017,609,1610612742,400975807,1,9,00,0,"Jump Shot","3PT Field Goal",26,"New Orleans Pelicans",36,260,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-03-20,2017,609,1610612742,400975807,2,7,19,0,"Jump Shot","3PT Field Goal",26,"New Orleans Pelicans",-22,264,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-03-20,2017,609,1610612742,400975807,3,8,06,1,"Jump Shot","3PT Field Goal",26,"New Orleans Pelicans",59,257,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-03-20,2017,609,1610612742,400975807,3,9,42,1,"Jump Shot","3PT Field Goal",26,"New Orleans Pelicans",-125,238,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-01-31,2017,609,1610612742,400975506,1,9,41,0,"Jump Shot","3PT Field Goal",25,"Phoenix Suns",-22,251,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-01-31,2017,609,1610612742,400975506,4,7,05,0,"Jump Shot","2PT Field Goal",21,"Phoenix Suns",-121,172,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-01-31,2017,609,1610612742,400975506,1,0,07,1,"Jump Shot","3PT Field Goal",24,"Phoenix Suns",-25,245,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-01-31,2017,609,1610612742,400975506,2,11,39,1,"Jump Shot","2PT Field Goal",22,"Phoenix Suns",106,197,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-01-31,2017,609,1610612742,400975506,1,1,48,0,"Jump Shot","3PT Field Goal",24,"Phoenix Suns",58,243,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-01-31,2017,609,1610612742,400975506,2,6,59,1,"Jump Shot","3PT Field Goal",24,"Phoenix Suns",-112,218,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2017-11-27,2017,609,1610612742,400975046,4,10,57,1,"Jump Shot","2PT Field Goal",12,"San Antonio Spurs",-109,64,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2017-11-27,2017,609,1610612742,400975046,3,0,00,0,"Jump Shot","3PT Field Goal",25,"San Antonio Spurs",154,202,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2017-11-27,2017,609,1610612742,400975046,1,8,04,0,"Jump Shot","3PT Field Goal",26,"San Antonio Spurs",210,157,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2017-11-27,2017,609,1610612742,400975046,3,1,42,0,"Jump Shot","2PT Field Goal",19,"San Antonio Spurs",47,193,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2017-11-14,2017,609,1610612742,400974954,2,9,42,1,"Jump Shot","3PT Field Goal",24,"San Antonio Spurs",6,243,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-01-16,2017,609,1610612742,400975397,1,2,09,0,"Jump Shot","2PT Field Goal",19,"Denver Nuggets",-29,195,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-01-16,2017,609,1610612742,400975397,1,2,20,0,"Jump Shot","3PT Field Goal",22,"Denver Nuggets",-223,-2,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-01-29,2017,609,1610612742,400975488,4,8,38,0,"Jump Shot","3PT Field Goal",25,"Miami Heat",25,250,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-01-29,2017,609,1610612742,400975488,3,7,16,0,"Jump Shot","3PT Field Goal",25,"Miami Heat",81,242,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-01-29,2017,609,1610612742,400975488,4,8,13,1,"Jump Shot","3PT Field Goal",24,"Miami Heat",98,226,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-01-29,2017,609,1610612742,400975488,3,0,56,0,"Jump Shot","3PT Field Goal",25,"Miami Heat",-98,234,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-01-29,2017,609,1610612742,400975488,1,0,39,1,"Jump Shot","3PT Field Goal",25,"Miami Heat",-36,253,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-01-29,2017,609,1610612742,400975488,2,11,24,1,"Jump Shot","2PT Field Goal",18,"Miami Heat",51,183,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-02-26,2017,609,1610612742,400975650,2,8,03,0,"Jump Shot","3PT Field Goal",25,"Indiana Pacers",-142,210,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-02-26,2017,609,1610612742,400975650,2,9,28,0,"Jump Shot","3PT Field Goal",24,"Indiana Pacers",4,249,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-02-26,2017,609,1610612742,400975650,4,8,30,1,"Jump Shot","3PT Field Goal",24,"Indiana Pacers",-152,193,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-01-03,2017,609,1610612742,400975308,2,11,31,0,"Jump Shot","3PT Field Goal",25,"Golden State Warriors",145,211,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-01-03,2017,609,1610612742,400975308,1,0,35,0,"Jump Shot","2PT Field Goal",14,"Golden State Warriors",-126,76,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-01-03,2017,609,1610612742,400975308,1,9,46,0,"Jump Shot","2PT Field Goal",18,"Golden State Warriors",118,146,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-01-03,2017,609,1610612742,400975308,4,9,41,0,"Jump Shot","3PT Field Goal",25,"Golden State Warriors",14,250,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-02-13,2017,609,1610612742,400975597,1,9,02,0,"Jump Shot","2PT Field Goal",20,"Sacramento Kings",-14,206,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2017-12-10,2017,609,1610612742,400975139,3,8,00,1,"Jump Shot","3PT Field Goal",24,"Minnesota Timberwolves",-84,231,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2017-12-10,2017,609,1610612742,400975139,1,7,47,0,"Jump Shot","2PT Field Goal",20,"Minnesota Timberwolves",-82,193,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2017-12-10,2017,609,1610612742,400975139,4,6,28,0,"Jump Shot","3PT Field Goal",25,"Minnesota Timberwolves",-60,243,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2017-12-10,2017,609,1610612742,400975139,4,8,56,0,"Jump Shot","3PT Field Goal",25,"Minnesota Timberwolves",-26,251,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2017-12-10,2017,609,1610612742,400975139,2,9,55,0,"Jump Shot","3PT Field Goal",25,"Minnesota Timberwolves",-1,258,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-02-05,2017,609,1610612742,400975542,4,10,32,0,"Jump Shot","3PT Field Goal",25,"Los Angeles Clippers",-162,194,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-02-05,2017,609,1610612742,400975542,1,0,20,0,"Jump Shot","2PT Field Goal",17,"Los Angeles Clippers",-84,152,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-02-05,2017,609,1610612742,400975542,2,3,33,0,"Jump Shot","3PT Field Goal",23,"Los Angeles Clippers",-237,4,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-02-05,2017,609,1610612742,400975542,4,11,30,1,"Jump Shot","2PT Field Goal",21,"Los Angeles Clippers",107,184,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-02-05,2017,609,1610612742,400975542,3,10,10,1,"Jump Shot","3PT Field Goal",24,"Los Angeles Clippers",-102,222,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-02-05,2017,609,1610612742,400975542,4,9,04,1,"Jump Shot","3PT Field Goal",24,"Los Angeles Clippers",114,222,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-02-05,2017,609,1610612742,400975542,3,0,52,0,"Jump Shot","3PT Field Goal",25,"Los Angeles Clippers",105,232,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-02-13,2017,609,1610612742,400975597,4,2,50,0,"Jump Shot","3PT Field Goal",25,"Sacramento Kings",121,222,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-02-13,2017,609,1610612742,400975597,1,7,13,0,"Jump Shot","3PT Field Goal",25,"Sacramento Kings",-28,257,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-02-13,2017,609,1610612742,400975597,4,9,49,1,"Jump Shot","3PT Field Goal",25,"Sacramento Kings",11,256,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-02-13,2017,609,1610612742,400975597,3,8,25,0,"Jump Shot","2PT Field Goal",21,"Sacramento Kings",-71,198,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-02-13,2017,609,1610612742,400975597,2,11,14,0,"Jump Shot","3PT Field Goal",24,"Sacramento Kings",55,242,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-02-13,2017,609,1610612742,400975597,3,10,52,0,"Jump Shot","2PT Field Goal",18,"Sacramento Kings",134,131,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-01-22,2017,609,1610612742,400975439,4,11,17,1,"Jump Shot","3PT Field Goal",22,"Washington Wizards",-228,10,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2017-12-27,2017,609,1610612742,400975253,4,7,47,1,"Jump Shot","2PT Field Goal",17,"Indiana Pacers",125,121,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2017-12-27,2017,609,1610612742,400975253,2,7,56,0,"Jump Shot","3PT Field Goal",25,"Indiana Pacers",-8,258,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2017-12-27,2017,609,1610612742,400975253,1,9,31,1,"Jump Shot","2PT Field Goal",18,"Indiana Pacers",85,168,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2017-12-27,2017,609,1610612742,400975253,3,2,35,0,"Jump Shot","2PT Field Goal",10,"Indiana Pacers",97,32,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2017-12-27,2017,609,1610612742,400975253,3,11,05,1,"Jump Shot","3PT Field Goal",26,"Indiana Pacers",4,269,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2017-12-27,2017,609,1610612742,400975253,1,10,59,0,"Jump Shot","3PT Field Goal",28,"Indiana Pacers",28,279,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2017-12-27,2017,609,1610612742,400975253,4,5,25,1,"Jump Shot","2PT Field Goal",10,"Indiana Pacers",79,65,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2017-12-27,2017,609,1610612742,400975253,4,6,30,1,"Jump Shot","2PT Field Goal",18,"Indiana Pacers",-11,189,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-03-17,2017,609,1610612742,400975783,4,8,52,0,"Jump Shot","2PT Field Goal",17,"Brooklyn Nets",151,97,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-01-22,2017,609,1610612742,400975439,4,8,36,0,"Jump Shot","3PT Field Goal",24,"Washington Wizards",-9,243,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-01-22,2017,609,1610612742,400975439,1,7,44,0,"Jump Shot","3PT Field Goal",25,"Washington Wizards",122,225,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-01-22,2017,609,1610612742,400975439,1,0,53,0,"Jump Shot","2PT Field Goal",19,"Washington Wizards",-109,158,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-01-22,2017,609,1610612742,400975439,2,8,45,0,"Jump Shot","2PT Field Goal",21,"Washington Wizards",3,211,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-02-28,2017,609,1610612742,400975665,1,11,30,1,"Jump Shot","3PT Field Goal",25,"Oklahoma City Thunder",118,228,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-04-01,2017,609,1610612742,400975895,2,1,02,1,"Jump Shot","2PT Field Goal",21,"Cleveland Cavaliers",74,205,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-04-01,2017,609,1610612742,400975895,1,0,27,0,"Jump Shot","3PT Field Goal",25,"Cleveland Cavaliers",45,250,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-04-01,2017,609,1610612742,400975895,1,8,10,1,"Jump Shot","2PT Field Goal",14,"Cleveland Cavaliers",-139,19,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-04-01,2017,609,1610612742,400975895,3,11,03,1,"Jump Shot","3PT Field Goal",25,"Cleveland Cavaliers",67,242,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-04-01,2017,609,1610612742,400975895,2,2,01,1,"Jump Shot","2PT Field Goal",20,"Cleveland Cavaliers",-63,194,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-03-17,2017,609,1610612742,400975783,1,9,18,1,"Jump Shot","2PT Field Goal",20,"Brooklyn Nets",-81,188,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-03-17,2017,609,1610612742,400975783,2,11,07,1,"Jump Shot","3PT Field Goal",30,"Brooklyn Nets",-44,304,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-03-17,2017,609,1610612742,400975783,3,6,15,1,"Jump Shot","3PT Field Goal",27,"Brooklyn Nets",11,273,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-02-28,2017,609,1610612742,400975665,3,10,23,0,"Jump Shot","3PT Field Goal",28,"Oklahoma City Thunder",70,273,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-02-28,2017,609,1610612742,400975665,2,9,21,1,"Jump Shot","2PT Field Goal",11,"Oklahoma City Thunder",113,37,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-02-28,2017,609,1610612742,400975665,4,6,44,1,"Jump Shot","3PT Field Goal",26,"Oklahoma City Thunder",74,258,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-02-28,2017,609,1610612742,400975665,4,9,38,0,"Jump Shot","3PT Field Goal",25,"Oklahoma City Thunder",55,247,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-02-28,2017,609,1610612742,400975665,2,6,57,0,"Jump Shot","2PT Field Goal",21,"Oklahoma City Thunder",168,137,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-04-03,2017,609,1610612742,400975910,3,3,13,1,"Jump Shot","2PT Field Goal",14,"Portland Trail Blazers",144,34,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-04-03,2017,609,1610612742,400975910,1,10,45,0,"Jump Shot","3PT Field Goal",24,"Portland Trail Blazers",1,247,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-03-27,2017,609,1610612742,400975859,2,9,38,0,"Jump Shot","3PT Field Goal",25,"Sacramento Kings",152,209,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-03-27,2017,609,1610612742,400975859,3,9,02,1,"Jump Shot","2PT Field Goal",21,"Sacramento Kings",13,215,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-03-27,2017,609,1610612742,400975859,3,4,20,1,"Jump Shot","3PT Field Goal",24,"Sacramento Kings",-14,245,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-03-27,2017,609,1610612742,400975859,3,5,10,0,"Jump Shot","3PT Field Goal",74,"Sacramento Kings",8,745,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-03-27,2017,609,1610612742,400975859,2,6,38,0,"Jump Shot","3PT Field Goal",25,"Sacramento Kings",-73,247,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-03-27,2017,609,1610612742,400975859,3,8,22,0,"Jump Shot","3PT Field Goal",24,"Sacramento Kings",-54,243,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-03-27,2017,609,1610612742,400975859,2,10,27,0,"Jump Shot","3PT Field Goal",25,"Sacramento Kings",-130,215,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-03-27,2017,609,1610612742,400975859,3,9,30,0,"Jump Shot","3PT Field Goal",24,"Sacramento Kings",35,246,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-04-03,2017,609,1610612742,400975910,3,8,18,0,"Jump Shot","3PT Field Goal",25,"Portland Trail Blazers",-25,256,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-04-03,2017,609,1610612742,400975910,1,4,40,0,"Jump Shot","3PT Field Goal",24,"Portland Trail Blazers",85,232,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-04-03,2017,609,1610612742,400975910,1,11,00,0,"Jump Shot","3PT Field Goal",25,"Portland Trail Blazers",121,225,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-04-03,2017,609,1610612742,400975910,2,4,34,0,"Jump Shot","3PT Field Goal",24,"Portland Trail Blazers",63,240,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-04-03,2017,609,1610612742,400975910,3,2,11,1,"Jump Shot","3PT Field Goal",26,"Portland Trail Blazers",38,267,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-04-03,2017,609,1610612742,400975910,2,0,23,1,"Jump Shot","3PT Field Goal",25,"Portland Trail Blazers",112,232,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-04-03,2017,609,1610612742,400975910,3,5,00,0,"Jump Shot","2PT Field Goal",18,"Portland Trail Blazers",46,181,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-04-03,2017,609,1610612742,400975910,3,4,33,0,"Jump Shot","3PT Field Goal",26,"Portland Trail Blazers",-93,247,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-01-09,2017,609,1610612742,400975347,3,7,54,1,"Jump Shot","2PT Field Goal",18,"Orlando Magic",123,134,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-01-09,2017,609,1610612742,400975347,4,5,41,0,"Jump Shot","2PT Field Goal",16,"Orlando Magic",-160,10,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-01-10,2017,609,1610612742,400975349,4,10,35,0,"Jump Shot","3PT Field Goal",27,"Charlotte Hornets",-38,272,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2017-12-08,2017,609,1610612742,400975123,4,1,20,0,"Jump Shot","3PT Field Goal",28,"Milwaukee Bucks",86,274,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-03-30,2017,609,1610612742,400975880,3,6,45,0,"Jump Shot","3PT Field Goal",25,"Minnesota Timberwolves",-86,239,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2017-11-17,2017,609,1610612742,400974975,4,10,50,0,"Jump Shot","3PT Field Goal",25,"Minnesota Timberwolves",6,251,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-03-30,2017,609,1610612742,400975880,1,10,06,0,"Jump Shot","3PT Field Goal",25,"Minnesota Timberwolves",111,233,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-03-30,2017,609,1610612742,400975880,2,0,27,1,"Jump Shot","3PT Field Goal",25,"Minnesota Timberwolves",59,248,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-03-30,2017,609,1610612742,400975880,1,11,34,1,"Jump Shot","2PT Field Goal",18,"Minnesota Timberwolves",-182,8,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2018-03-30,2017,609,1610612742,400975880,3,2,11,0,"Jump Shot","2PT Field Goal",19,"Minnesota Timberwolves",44,192,0,0.00,,0.00,0.00
"Dirk Nowitzki","Dallas Mavericks",2017-10-25,2017,609,1610612742,400974812,2,11,14,0,"Jump Shot","3PT Field Goal",25,"Memphis Grizzlies",30,258,0,0.00,,0.00,0.00
